1.3049990000,0.0000160000
1.3057100000,0.0000100000
1.3063600000,0.0000100000
1.3068890000,0.0000080000
1.3074100000,0.0000090000
1.3079320000,0.0000090000
1.3084530000,0.0000090000
1.3264430000,0.0000210000
1.3274210000,0.0000150000
1.3329660000,0.0000330000
1.3427570000,0.0000350000
1.3473870000,0.0000170000
1.3512580000,0.0000360000
1.3554470000,0.0000320000
1.3594280000,0.0000310000
1.3649080000,0.0000300000
1.3737240000,0.0000390000
1.3796720000,0.0000160000
1.3850610000,0.0000220000
1.3902100000,0.0000220000
1.3939120000,0.0000130000
1.3983380000,0.0000140000
1.4005160000,0.0000190000
1.4045020000,0.0000150000
1.4086840000,0.0000140000
1.4160130000,0.0000190000
1.4206850000,0.0000200000
1.4252850000,0.0000170000
1.4323070000,0.0000170000
1.4366310000,0.0000190000
1.4448270000,0.0000220000
1.4519590000,0.0000240000
1.4584630000,0.0000190000
1.4623590000,0.0000150000
1.4689650000,0.0000180000
1.4730960000,0.0000200000
1.4790220000,0.0000190000
1.4854790000,0.0000200000
1.4884960000,0.0000200000
1.4906730000,0.0000220000
1.4959450000,0.0000240000
1.4986880000,0.0000190000
1.5062680000,0.0000670000
1.5093490000,0.0000190000
1.5134010000,0.0000180000
1.5155070000,0.0000150000
1.5194400000,0.0000140000
1.5214120000,0.0000170000
1.5253900000,0.0000270000
1.5275920000,0.0000220000
1.5318210000,0.0000150000
1.5339990000,0.0000230000
1.5392620000,0.0000230000
1.5443500000,0.0000240000
1.5490720000,0.0000210000
1.5509280000,0.0000160000
1.5530500000,0.0000220000
1.5573240000,0.0000240000
1.5611930000,0.0000140000
1.5652390000,0.0000250000
1.5704580000,0.0000200000
1.5746210000,0.0000190000
1.5789170000,0.0000210000
1.5839660000,0.0000140000
1.5896020000,0.0000400000
1.5937980000,0.0000140000
1.5956410000,0.0000150000
1.5974240000,0.0000150000
1.5993890000,0.0000220000
1.6042530000,0.0000170000
1.6137990000,0.0000150000
1.6182930000,0.0000160000
1.6213170000,0.0000270000
1.6260240000,0.0000220000
1.6297070000,0.0000160000
1.6341560000,0.0000240000
1.6383630000,0.0000230000
1.6429460000,0.0000160000
1.6478160000,0.0000230000
1.6523370000,0.0000230000
1.6565670000,0.0000150000
1.6602780000,0.0000200000
1.6643570000,0.0000210000
1.6680750000,0.0000300000
1.6723080000,0.0000190000
1.6767170000,0.0000170000
1.6806450000,0.0000290000
1.6846740000,0.0000190000
1.6886780000,0.0000160000
1.6922060000,0.0000170000
1.6956930000,0.0000150000
1.6997140000,0.0000220000
1.7047460000,0.0000130000
1.7093770000,0.0000200000
1.7126320000,0.0000170000
1.7163850000,0.0000420000
1.7216930000,0.0000300000
1.7267530000,0.0000220000
1.7307070000,0.0000180000
1.7380070000,0.0000660000
1.7431680000,0.0000230000
1.7470210000,0.0000210000
1.7513350000,0.0000240000
